-1,-1
-0.8749,-0.9751
-0.8285,-0.9723
-0.7958,-0.9654
-0.7692,-0.9608
-0.7278,-0.9487
-0.7107,-0.9427
-0.6948,-0.9393
-0.6804,-0.9348
-0.66706,-0.9306
-0.56848,-0.89651
-0.50322,-0.86374
-0.45296,-0.83599
-0.41185,-0.81082
-0.37718,-0.78674
-0.34697,-0.76422
-0.32028,-0.74261
-0.29639,-0.72169
-0.2746,-0.70187
-0.25472,-0.68253
-0.23634,-0.66391
-0.2193,-0.64575
-0.20345,-0.62797
-0.18856,-0.6107
-0.17444,-0.59402
-0.16116,-0.57759
-0.14863,-0.56137
-0.13662,-0.54562
-0.12516,-0.53019
-0.11422,-0.51501
-0.10375,-0.50001
-0.09364,-0.48537
-0.083915,-0.47092
-0.074503,-0.45673
-0.06547,-0.44262
-0.056655,-0.42881
-0.048127,-0.41514
-0.039885,-0.40155
-0.031905,-0.38806
-0.023927,-0.37504
-0.016319,-0.36186
-0.0088024,-0.34894
-0.001548,-0.33599
0.0056403,-0.32327
0.012623,-0.31055
0.019543,-0.29802
0.026331,-0.28556
0.032891,-0.27301
0.039482,-0.26072
0.045816,-0.24826
0.052247,-0.23612
0.05848,-0.22387
0.064589,-0.21159
0.070773,-0.19954
0.076845,-0.18745
0.082803,-0.17531
0.088688,-0.16316
0.094629,-0.15116
0.10044,-0.13904
0.10618,-0.12688
0.11206,-0.11491
0.11771,-0.10269
0.12347,-0.09059
0.12909,-0.07833
0.13479,-0.066139
0.1405,-0.053924
0.1461,-0.041522
0.15169,-0.029064
0.15742,-0.016687
0.16312,-0.0041908
0.16872,0.0085127
0.17437,0.021283
0.18014,0.03405
0.18592,0.04695
0.19161,0.06012
0.19749,0.073249
0.20334,0.086615
0.20922,0.10017
0.21523,0.11382
0.22128,0.1277
0.22737,0.14182
0.23385,0.15582
0.23974,0.17081
0.24639,0.18536
0.25279,0.20057
0.25945,0.21597
0.26628,0.23167
0.27301,0.24801
0.28051,0.26416
0.2878,0.28116
0.29536,0.29859
0.30321,0.31652
0.31161,0.3348
0.31988,0.35419
0.3284,0.37442
0.33795,0.39492
0.34768,0.41666
0.35823,0.43928
0.36925,0.46336
0.38075,0.48926
0.39413,0.51612
0.40838,0.5455
0.42449,0.57736
0.4426,0.61282
0.46424,0.65254
0.49068,0.69884
0.52604,0.75518
0.58195,0.8309
0.5899,0.8406
0.5988,0.8506
0.6088,0.8612
0.6209,0.8721
0.6329,0.8856
0.6329,0.8856
0.6482,0.8996
0.6672,0.9155
0.6929,0.9341
0.7337,0.9574
1,1
